case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-001981,THEFT,I work at a sports goods factory on Daska Road in Export Processing Zone Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my phone from my bike dikki was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 35000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"House 169, Street 41, Block , Export Processing Zone, Sialkot",32.475312,74.534524,2025-04-03 09:44:11+00:00,Punjab,Sialkot,9,3,morning
CR-2025-001982,HARASSMENT,I want to report stalking by an unknown man who has been following me for the past three weeks near Bosan Road in Multan. I am a 28-year-old working woman at a local bank and this person on a red Honda 125 appears on my route to work every morning near Chungi No. 9. He makes inappropriate gestures and says disgusting things in Seraiki when he comes near me. He is person around 25-30 years old and has a distinctive scar on his face. Yesterday he tried to grab my dupatta while I was waiting for transport near the university area. I am scared to leave my house now and need urgent police intervention before this escalates further.,"Flat 509, City Heights, Bosan Road, Multan",30.222553,71.460597,2025-06-29 11:40:13+00:00,Punjab,Multan,11,6,morning
CR-2025-001983,ROBBERY,I was robbed on GT Road near Old City Area Sheikhupura past midnight around 12:30 AM while driving back from Lahore. A white car was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 295000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"Shop 61, Old City Area Commercial Area, near Hiran Minar, Sheikhupura",31.726675,74.014161,2025-04-20 11:20:44+00:00,Punjab,Sheikhupura,11,6,morning
CR-2025-001984,ASSAULT,I was attacked by a group of 5-6 young men near Shah Rukn-e-Alam shrine parking area in Khayaban-e-Zahra Multan around midnight. I had visited the darbar for prayers and was returning to my vehicle when they surrounded me. They appeared intoxicated and were speaking aggressively in Seraiki. Without any provocation they started beating me with fists and wooden dandas. One of them accused me of looking at them wrong. The attack lasted about 5 minutes until some shrine visitors intervened. They fled on multiple motorcycles towards Hussain Agahi. I suffered severe bruising and was taken to Nishtar Hospital. I am a visitor from Karachi and had come for ziyarat. This was completely unprovoked violence.,"353-F, Main Road, Khayaban-e-Zahra, near Jinnah Stadium, Sialkot",32.460226,74.505044,2025-12-13 22:06:57+00:00,Punjab,Sialkot,22,5,evening
CR-2025-001985,ROBBERY,I was robbed at gunpoint before dawn around 5 AM near the vegetable mandi in Haram Gate Multan. I am a farmer and had just sold my produce for Rs. 355000. While walking to my tractor three men emerged from a white Suzuki Bolan that was following me. They pointed TT pistols at me and demanded all my money. They spoke in Seraiki and seemed to know I had just completed a sale. They took all my cash my phone and even my watch. The whole incident lasted 3-4 minutes. They drove away towards Vehari Road at high speed. I am devastated as this was money from my entire season's crop. Other farmers at the mandi have also been targeted I heard.,"House 77-A, Street 3, Haram Gate, near the mango mandi, Multan",30.150153,71.477538,2025-02-10 05:54:18+00:00,Punjab,Multan,5,0,late_night
CR-2025-001986,ROBBERY,I was robbed on GT Road near Judicial Colony Sheikhupura past midnight around 12:30 AM while driving back from Lahore. A white car was following me for some time and then overtook and blocked my car on an isolated stretch near the bypass. Three masked men jumped out two of them carrying pistols. They spoke in Punjabi and demanded everything. I handed over Rs. 100000 cash my iPhone and gold chain. They also took my laptop bag from the back seat. The robbery lasted about 5 minutes. They warned me not to move for 15 minutes and drove away towards Muridke. I am a businessman and had sold goods in Lahore. The highway has become very dangerous at night. I have noted partial number plate of their vehicle.,"Shop 23, Judicial Colony Commercial Area, near Hiran Minar, Sheikhupura",31.725245,73.982956,2024-11-28 22:01:37+00:00,Punjab,Sheikhupura,22,3,evening
CR-2025-001987,FRAUD,I was defrauded by a seller on Instagram. I am from Ferozewala Sheikhupura and found an advertisement for a Samsung Galaxy S24 Ultra at Rs. 75000 which was attractive pricing. The seller communicated via WhatsApp and seemed genuine with proper photos and videos. He claimed to be in Lahore and asked for advance payment via JazzCash promising delivery within 2 days. After I transferred the money he sent a fake courier tracking number. When I checked it did not exist. The seller blocked me on WhatsApp and all contact numbers are now switched off. I am a farmer and this was money I had saved from last harvest.,"290-J, Main Road, Ferozewala, near Industrial Estate gate, Sheikhupura",31.725693,74.003634,2025-06-12 23:21:39+00:00,Punjab,Sheikhupura,23,3,evening
CR-2025-001988,ROBBERY,I was robbed at gunpoint early morning around 5:30 AM near the vegetable mandi in Officers Colony Multan. I am a farmer and had just sold my produce for Rs. 125000. While walking to my tractor three men emerged from a white Suzuki Bolan that was following me. They pointed TT pistols at me and demanded all my money. They spoke in Seraiki and seemed to know I had just completed a sale. They took all my cash my phone and even my watch. The whole incident lasted 3-4 minutes. They drove away towards Vehari Road at high speed. I am devastated as this was money from my entire season's crop. Other farmers at the mandi have also been targeted I heard.,"Shop 64, Officers Colony Commercial Area, behind the haveli, Multan",30.232333,71.457561,2025-07-29 15:12:23+00:00,Punjab,Multan,15,1,afternoon
CR-2025-001989,ROBBERY,I was robbed at gunpoint after 1 AM while walking near Shamsabad Multan close to the Southern Bypass. Two men on a dark colored motorcycle stopped me and the pillion rider pointed a revolver at my chest. They spoke in aggressive Seraiki and demanded my wallet phone and watch threatening to harm me if I resisted. I handed over approximately Rs. 75000 in cash my iPhone 15 Pro Max worth Rs. 200000 and my wristwatch. They also took my gold chain from around my neck. They fled towards Vehari Road at high speed. I was too terrified to get a good look at their faces but the gunman was a muscular individual and person appearing 35-40 years. I am a mango trader and was returning from the mandi when this happened.,"112-J, Main Road, Shamsabad, close to the cotton market, Multan",30.239044,71.494695,2025-07-04 23:24:26+00:00,Punjab,Multan,23,4,evening
CR-2025-001990,BURGLARY,My sports goods factory in Begum Kot Sialkot was broken into on Saturday night. The thieves entered by cutting the back wall from the adjacent vacant plot. They stole finished export goods worth approximately Rs. 400000. The main gate was intact and the guard who stays at the front did not notice anything. By the time I arrived on Sunday morning the factory had been cleaned out of finished goods ready for export. The burglars clearly knew which products were valuable and where they were stored suggesting inside information. They used a loading rickshaw to carry away the goods based on tire marks. This is the third factory burglary on this road this month. The Export Processing Zone needs better security.,"Flat 903, City Heights, Begum Kot, Sialkot",32.494446,74.562724,2026-01-16 23:27:01+00:00,Punjab,Sialkot,23,4,evening
CR-2025-001991,ROBBERY,I was robbed at gunpoint pre-dawn around 4 AM while walking near Fatima Jinnah Town Multan close to the Southern Bypass. Two men on a Suzuki GS-150 stopped me and the pillion rider pointed a gun at my chest. They spoke in aggressive Seraiki and demanded my wallet phone and watch threatening to harm me if I resisted. I handed over approximately Rs. 70000 in cash my iPhone 14 Pro worth Rs. 200000 and my wristwatch. They also took my gold chain from around my neck. They fled towards Vehari Road at high speed. I was too terrified to get a good look at their faces but the gunman was a well-built male and man in his 50s. I am a mango trader and was returning from the mandi when this happened.,"Shop 13, Fatima Jinnah Town Commercial Area, opposite Bahauddin Zakariya shrine, Multan",30.151835,71.443127,2025-04-06 21:48:18+00:00,Punjab,Multan,21,6,evening
